cod poblacion,poblacion,cod provincia,provincia
59,Vitoria-Gasteiz,1,Araba/Álava
59,Vitoria-Gasteiz,1,Araba/Álava
59,Vitoria-Gasteiz,1,Araba/Álava
59,Vitoria-Gasteiz,1,Araba/Álava
59,Vitoria-Gasteiz,1,Araba/Álava
59,Vitoria-Gasteiz,1,Araba/Álava
59,Vitoria-Gasteiz,1,Araba/Álava
59,Vitoria-Gasteiz,1,Araba/Álava
59,Vitoria-Gasteiz,1,Araba/Álava
59,Vitoria-Gasteiz,1,Araba/Álava
28,Labastida/Bastida,1,Araba/Álava
59,Vitoria-Gasteiz,1,Araba/Álava
59,Vitoria-Gasteiz,1,Araba/Álava
59,Vitoria-Gasteiz,1,Araba/Álava
17,Campezo/Kanpezu,1,Araba/Álava
17,Campezo/Kanpezu,1,Araba/Álava
56,Harana/Valle de Arana,1,Araba/Álava
16,Bernedo,1,Araba/Álava
30,Lagrán,1,Araba/Álava
109,Condado de Treviño,9,Burgos
37,Arraia-Maeztu,1,Araba/Álava
16,Bernedo,1,Araba/Álava
37,Arraia-Maeztu,1,Araba/Álava
17,Campezo/Kanpezu,1,Araba/Álava
37,Arraia-Maeztu,1,Araba/Álava
63,Zuia,1,Araba/Álava
18,Zigoitia,1,Araba/Álava
63,Zuia,1,Araba/Álava
3,Aramaio,1,Araba/Álava
3,Aramaio,1,Araba/Álava
3,Aramaio,1,Araba/Álava
58,Legutio,1,Araba/Álava
58,Legutio,1,Araba/Álava
59,Vitoria-Gasteiz,1,Araba/Álava
901,Iruña Oka/Iruña de Oca,1,Araba/Álava
59,Vitoria-Gasteiz,1,Araba/Álava
21,Elburgo/Burgelu,1,Araba/Álava
59,Vitoria-Gasteiz,1,Araba/Álava
1,Alegría-Dulantzi,1,Araba/Álava
21,Elburgo/Burgelu,1,Araba/Álava
27,Iruraiz-Gauna,1,Araba/Álava
16,Bernedo,1,Araba/Álava
59,Vitoria-Gasteiz,1,Araba/Álava
901,Iruña Oka/Iruña de Oca,1,Araba/Álava
59,Vitoria-Gasteiz,1,Araba/Álava
59,Vitoria-Gasteiz,1,Araba/Álava
18,Zigoitia,1,Araba/Álava
51,Agurain/Salvatierra,1,Araba/Álava
27,Iruraiz-Gauna,1,Araba/Álava
13,Barrundia,1,Araba/Álava
53,San Millán/Donemiliaga,1,Araba/Álava
51,Agurain/Salvatierra,1,Araba/Álava
27,Iruraiz-Gauna,1,Araba/Álava
9,Asparrena,1,Araba/Álava
13,Barrundia,1,Araba/Álava
61,Zalduondo,1,Araba/Álava
53,San Millán/Donemiliaga,1,Araba/Álava
109,Condado de Treviño,9,Burgos
6,Armiñón,1,Araba/Álava
14,Berantevilla,1,Araba/Álava
44,Peñacerrada-Urizaharra,1,Araba/Álava
30,Lagrán,1,Araba/Álava
14,Berantevilla,1,Araba/Álava
44,Peñacerrada-Urizaharra,1,Araba/Álava
28,Labastida/Bastida,1,Araba/Álava
62,Zambrana,1,Araba/Álava
47,Ribera Baja/Erribera Beitia,1,Araba/Álava
46,Erriberagoitia/Ribera Alta,1,Araba/Álava
902,Lantarón,1,Araba/Álava
16,Bernedo,1,Araba/Álava
44,Peñacerrada-Urizaharra,1,Araba/Álava
47,Ribera Baja/Erribera Beitia,1,Araba/Álava
14,Berantevilla,1,Araba/Álava
6,Armiñón,1,Araba/Álava
46,Erriberagoitia/Ribera Alta,1,Araba/Álava
901,Iruña Oka/Iruña de Oca,1,Araba/Álava
9,Asparrena,1,Araba/Álava
9,Asparrena,1,Araba/Álava
31,Laguardia,1,Araba/Álava
33,Lapuebla de Labarca,1,Araba/Álava
57,Villabuena de Álava/Eskuernaga,1,Araba/Álava
11,Baños de Ebro/Mañueta,1,Araba/Álava
52,Samaniego,1,Araba/Álava
32,Lanciego/Lantziego,1,Araba/Álava
19,Kripan,1,Araba/Álava
31,Laguardia,1,Araba/Álava
41,Navaridas,1,Araba/Álava
23,Elvillar/Bilar,1,Araba/Álava
34,Leza,1,Araba/Álava
31,Laguardia,1,Araba/Álava
43,Oyón-Oion,1,Araba/Álava
31,Laguardia,1,Araba/Álava
43,Oyón-Oion,1,Araba/Álava
39,Moreda de Álava/Moreda Araba,1,Araba/Álava
60,Yécora/Iekora,1,Araba/Álava
28,Labastida/Bastida,1,Araba/Álava
22,Elciego,1,Araba/Álava
36,Laudio/Llodio,1,Araba/Álava
10,Ayala/Aiara,1,Araba/Álava
42,Okondo,1,Araba/Álava
46,Erriberagoitia/Ribera Alta,1,Araba/Álava
49,Añana,1,Araba/Álava
46,Erriberagoitia/Ribera Alta,1,Araba/Álava
55,Valdegovía/Gaubea,1,Araba/Álava
902,Lantarón,1,Araba/Álava
46,Erriberagoitia/Ribera Alta,1,Araba/Álava
55,Valdegovía/Gaubea,1,Araba/Álava
49,Añana,1,Araba/Álava
50,Berberana,9,Burgos
192,Jurisdicción de San Zadornil,9,Burgos
55,Valdegovía/Gaubea,1,Araba/Álava
901,Iruña Oka/Iruña de Oca,1,Araba/Álava
55,Valdegovía/Gaubea,1,Araba/Álava
46,Erriberagoitia/Ribera Alta,1,Araba/Álava
20,Kuartango,1,Araba/Álava
20,Kuartango,1,Araba/Álava
54,Urkabustaiz,1,Araba/Álava
54,Urkabustaiz,1,Araba/Álava
63,Zuia,1,Araba/Álava
54,Urkabustaiz,1,Araba/Álava
2,Amurrio,1,Araba/Álava
2,Amurrio,1,Araba/Álava
10,Ayala/Aiara,1,Araba/Álava
2,Amurrio,1,Araba/Álava
4,Artziniega,1,Araba/Álava
10,Ayala/Aiara,1,Araba/Álava
10,Ayala/Aiara,1,Araba/Álava
10,Ayala/Aiara,1,Araba/Álava
4,Artziniega,1,Araba/Álava
10,Ayala/Aiara,1,Araba/Álava
8,Arratzua-Ubarrundia,1,Araba/Álava
58,Legutio,1,Araba/Álava
59,Vitoria-Gasteiz,1,Araba/Álava
59,Vitoria-Gasteiz,1,Araba/Álava
8,Arratzua-Ubarrundia,1,Araba/Álava
3,Albacete,2,Albacete
3,Albacete,2,Albacete
3,Albacete,2,Albacete
3,Albacete,2,Albacete
3,Albacete,2,Albacete
3,Albacete,2,Albacete
3,Albacete,2,Albacete
3,Albacete,2,Albacete
3,Albacete,2,Albacete
901,Pozo Cañada,2,Albacete
3,Albacete,2,Albacete
73,Tarazona de la Mancha,2,Albacete
53,Lezo,20,Gipuzkoa
73,Tarazona de la Mancha,2,Albacete
35,La Gineta,2,Albacete
60,Peñas de San Pedro,2,Albacete
6,Alcadozo,2,Albacete
44,Liétor,2,Albacete
11,Ayna,2,Albacete
11,Ayna,2,Albacete
11,Ayna,2,Albacete
60,Peñas de San Pedro,2,Albacete
60,Peñas de San Pedro,2,Albacete
6,Alcadozo,2,Albacete
63,Pozohondo,2,Albacete
17,Bogarra,2,Albacete
58,Paterna del Madera,2,Albacete
58,Paterna del Madera,2,Albacete
59,Peñascosa,2,Albacete
58,Paterna del Madera,2,Albacete
17,Bogarra,2,Albacete
17,Bogarra,2,Albacete
11,Ayna,2,Albacete
3,Albacete,2,Albacete
63,Pozohondo,2,Albacete
44,Liétor,2,Albacete
63,Pozohondo,2,Albacete
75,Valdeganga,2,Albacete
21,Casas de Juan Núñez,2,Albacete
2,Alatoz,2,Albacete
20,Carcelén,2,Albacete
64,Pozo-Lorente,2,Albacete
83,Villavaliente,2,Albacete
3,Albacete,2,Albacete
29,Chinchilla de Monte-Aragón,2,Albacete
43,Lezuza,2,Albacete
43,Lezuza,2,Albacete
38,La Herrera,2,Albacete
13,Bollullos Par del Condado,21,Huelva
24,Casas-Ibáñez,2,Albacete
7,Alcalá del Júcar,2,Albacete
7,Alcalá del Júcar,2,Albacete
23,Casas de Ves,2,Albacete
77,Villa de Ves,2,Albacete
13,Balsa de Ves,2,Albacete
7,Alcalá del Júcar,2,Albacete
13,Balsa de Ves,2,Albacete
82,Villatoya,2,Albacete
5,Alborea,2,Albacete
52,Motilleja,2,Albacete
45,Madrigueras,2,Albacete
46,Mahora,2,Albacete
54,Navas de Jorquera,2,Albacete
26,Cenizate,2,Albacete
41,Jorquera,2,Albacete
41,Jorquera,2,Albacete
66,La Recueja,2,Albacete
34,Fuentealbilla,2,Albacete
1,Abengibre,2,Albacete
34,Fuentealbilla,2,Albacete
7,Alcalá del Júcar,2,Albacete
36,Golosalvo,2,Albacete
34,Fuentealbilla,2,Albacete
79,Villamalea,2,Albacete
8,Alcaraz,2,Albacete
85,Viveros,2,Albacete
62,Povedilla,2,Albacete
8,Alcaraz,2,Albacete
59,Peñascosa,2,Albacete
8,Alcaraz,2,Albacete
47,Masegoso,2,Albacete
59,Peñascosa,2,Albacete
76,Vianos,2,Albacete
70,Salobre,2,Albacete
12,Balazote,2,Albacete
71,San Pedro,2,Albacete
65,Pozuelo,2,Albacete
3,Albacete,2,Albacete
22,Casas de Lázaro,2,Albacete
8,Alcaraz,2,Albacete
68,Robledo,2,Albacete
68,Robledo,2,Albacete
68,Robledo,2,Albacete
80,Villapalacios,2,Albacete
16,Bienservida,2,Albacete
37,Hellín,2,Albacete
37,Hellín,2,Albacete
44,Liétor,2,Albacete
37,Hellín,2,Albacete
30,Elche de la Sierra,2,Albacete
42,Letur,2,Albacete
72,Socovos,2,Albacete
31,Férez,2,Albacete
72,Socovos,2,Albacete
28,Moratalla,30,Murcia
30,Elche de la Sierra,2,Albacete
49,Molinicos,2,Albacete
17,Bogarra,2,Albacete
49,Molinicos,2,Albacete
49,Molinicos,2,Albacete
30,Elche de la Sierra,2,Albacete
67,Riópar,2,Albacete
67,Riópar,2,Albacete
58,Paterna del Madera,2,Albacete
84,Villaverde de Guadalimar,2,Albacete
28,Cotillas,2,Albacete
67,Riópar,2,Albacete
84,Villaverde de Guadalimar,2,Albacete
30,Elche de la Sierra,2,Albacete
86,Yeste,2,Albacete
86,Yeste,2,Albacete
86,Yeste,2,Albacete
86,Yeste,2,Albacete
86,Yeste,2,Albacete
86,Yeste,2,Albacete
86,Yeste,2,Albacete
86,Yeste,2,Albacete
37,Hellín,2,Albacete
37,Hellín,2,Albacete
37,Hellín,2,Albacete
74,Tobarra,2,Albacete
29,Chinchilla de Monte-Aragón,2,Albacete
901,Pozo Cañada,2,Albacete
3,Albacete,2,Albacete
3,Albacete,2,Albacete
74,Tobarra,2,Albacete
74,Tobarra,2,Albacete
29,Chinchilla de Monte-Aragón,2,Albacete
29,Chinchilla de Monte-Aragón,2,Albacete
55,Nerpio,2,Albacete
55,Nerpio,2,Albacete
55,Nerpio,2,Albacete
55,Nerpio,2,Albacete
55,Nerpio,2,Albacete
55,Nerpio,2,Albacete
55,Nerpio,2,Albacete
81,Villarrobledo,2,Albacete
19,El Bonillo,2,Albacete
57,Ossa de Montiel,2,Albacete
81,Villarrobledo,2,Albacete
53,Munera,2,Albacete
19,El Bonillo,2,Albacete
14,El Ballestero,2,Albacete
48,Minaya,2,Albacete
69,La Roda,2,Albacete
60,Casas de Benítez,16,Cuenca
78,Villalgordo del Júcar,2,Albacete
32,Fuensanta,2,Albacete
50,Montalvos,2,Albacete
15,Barrax,2,Albacete
69,La Roda,2,Albacete
9,Almansa,2,Albacete
51,Montealegre del Castillo,2,Albacete
33,Fuente-Álamo,2,Albacete
56,Ontur,2,Albacete
4,Albatana,2,Albacete
25,Caudete,2,Albacete
39,Higueruela,2,Albacete
10,Alpera,2,Albacete
18,Bonete,2,Albacete
29,Chinchilla de Monte-Aragón,2,Albacete
61,Pétrola,2,Albacete
27,Corral-Rubio,2,Albacete
39,Higueruela,2,Albacete
29,Chinchilla de Monte-Aragón,2,Albacete
40,Hoya-Gonzalo,2,Albacete
11,Ayna,2,Albacete
14,Alicante/Alacant,3,Alicante/Alacant
14,Alicante/Alacant,3,Alicante/Alacant
14,Alicante/Alacant,3,Alicante/Alacant
14,Alicante/Alacant,3,Alicante/Alacant
14,Alicante/Alacant,3,Alicante/Alacant
14,Alicante/Alacant,3,Alicante/Alacant
14,Alicante/Alacant,3,Alicante/Alacant
14,Alicante/Alacant,3,Alicante/Alacant
14,Alicante/Alacant,3,Alicante/Alacant
30,Murcia,30,Murcia
14,Alicante/Alacant,3,Alicante/Alacant
14,Alicante/Alacant,3,Alicante/Alacant
14,Alicante/Alacant,3,Alicante/Alacant
14,Alicante/Alacant,3,Alicante/Alacant
14,Alicante/Alacant,3,Alicante/Alacant
14,Alicante/Alacant,3,Alicante/Alacant
14,Alicante/Alacant,3,Alicante/Alacant
83,Jijona/Xixona,3,Alicante/Alacant
132,Torremanzanas/la Torre de les Maçanes,3,Alicante/Alacant
129,Tibi,3,Alicante/Alacant
90,Mutxamel,3,Alicante/Alacant
46,Busot,3,Alicante/Alacant
14,Alicante/Alacant,3,Alicante/Alacant
14,Alicante/Alacant,3,Alicante/Alacant
14,Alicante/Alacant,3,Alicante/Alacant
14,Alicante/Alacant,3,Alicante/Alacant
121,Santa Pola,3,Alicante/Alacant
14,Alicante/Alacant,3,Alicante/Alacant
65,Elche/Elx,3,Alicante/Alacant
76,Guardamar del Segura,3,Alicante/Alacant
64,Dolores,3,Alicante/Alacant
59,Crevillent,3,Alicante/Alacant
55,Catral,3,Alicante/Alacant
61,Daya Nueva,3,Alicante/Alacant
15,Almoradí,3,Alicante/Alacant
12,Algorfa,3,Alicante/Alacant
113,Rojales,3,Alicante/Alacant
118,San Fulgencio,3,Alicante/Alacant
62,Daya Vieja,3,Alicante/Alacant
70,Formentera del Segura,3,Alicante/Alacant
34,Benijófar,3,Alicante/Alacant
15,Almoradí,3,Alicante/Alacant
70,Formentera del Segura,3,Alicante/Alacant
133,Torrevieja,3,Alicante/Alacant
133,Torrevieja,3,Alicante/Alacant
133,Torrevieja,3,Alicante/Alacant
133,Torrevieja,3,Alicante/Alacant
133,Torrevieja,3,Alicante/Alacant
133,Torrevieja,3,Alicante/Alacant
133,Torrevieja,3,Alicante/Alacant
903,Los Montesinos,3,Alicante/Alacant
133,Torrevieja,3,Alicante/Alacant
99,Orihuela,3,Alicante/Alacant
902,Pilar de la Horadada,3,Alicante/Alacant
902,Pilar de la Horadada,3,Alicante/Alacant
99,Orihuela,3,Alicante/Alacant
99,Orihuela,3,Alicante/Alacant
120,San Miguel de Salinas,3,Alicante/Alacant
65,Elche/Elx,3,Alicante/Alacant
65,Elche/Elx,3,Alicante/Alacant
65,Elche/Elx,3,Alicante/Alacant
65,Elche/Elx,3,Alicante/Alacant
65,Elche/Elx,3,Alicante/Alacant
65,Elche/Elx,3,Alicante/Alacant
65,Elche/Elx,3,Alicante/Alacant
65,Elche/Elx,3,Alicante/Alacant
65,Elche/Elx,3,Alicante/Alacant
65,Elche/Elx,3,Alicante/Alacant
65,Elche/Elx,3,Alicante/Alacant
65,Elche/Elx,3,Alicante/Alacant
65,Elche/Elx,3,Alicante/Alacant
65,Elche/Elx,3,Alicante/Alacant
65,Elche/Elx,3,Alicante/Alacant
65,Elche/Elx,3,Alicante/Alacant
65,Elche/Elx,3,Alicante/Alacant
99,Orihuela,3,Alicante/Alacant
80,Jacarilla,3,Alicante/Alacant
99,Orihuela,3,Alicante/Alacant
99,Orihuela,3,Alicante/Alacant
99,Orihuela,3,Alicante/Alacant
99,Orihuela,3,Alicante/Alacant
99,Orihuela,3,Alicante/Alacant
99,Orihuela,3,Alicante/Alacant
99,Orihuela,3,Alicante/Alacant
25,Benferri,3,Alicante/Alacant
49,Callosa de Segura,3,Alicante/Alacant
65,Elche/Elx,3,Alicante/Alacant
59,Crevillent,3,Alicante/Alacant
59,Crevillent,3,Alicante/Alacant
5,Albatera,3,Alicante/Alacant
74,Granja de Rocamora,3,Alicante/Alacant
904,San Isidro,3,Alicante/Alacant
58,Cox,3,Alicante/Alacant
49,Callosa de Segura,3,Alicante/Alacant
109,Rafal,3,Alicante/Alacant
99,Orihuela,3,Alicante/Alacant
111,Redován,3,Alicante/Alacant
44,Bigastro,3,Alicante/Alacant
24,Benejúzar,3,Alicante/Alacant
24,Gijón,33,Asturias
140,Villena,3,Alicante/Alacant
140,Villena,3,Alicante/Alacant
140,Villena,3,Alicante/Alacant
116,Salinas,3,Alicante/Alacant
14,Alicante/Alacant,3,Alicante/Alacant
52,Cañada,3,Alicante/Alacant
43,Biar,3,Alicante/Alacant
53,Castalla,3,Alicante/Alacant
96,Onil,3,Alicante/Alacant
79,Ibi,3,Alicante/Alacant
21,Banyeres de Mariola,3,Alicante/Alacant
23,Beneixama,3,Alicante/Alacant
51,Campo de Mirra/el Camp de Mirra,3,Alicante/Alacant
23,Beneixama,3,Alicante/Alacant
31,Benidorm,3,Alicante/Alacant
31,Benidorm,3,Alicante/Alacant
31,Benidorm,3,Alicante/Alacant
69,Finestrat,3,Alicante/Alacant
48,Callosa d'en Sarrià,3,Alicante/Alacant
37,Benimantell,3,Alicante/Alacant
33,Benifato,3,Alicante/Alacant
75,el Castell de Guadalest,3,Alicante/Alacant
57,Confrides,3,Alicante/Alacant
27,Beniardá,3,Alicante/Alacant
45,Bolulla,3,Alicante/Alacant
127,Tàrbena,3,Alicante/Alacant
107,Polop,3,Alicante/Alacant
94,la Nucia,3,Alicante/Alacant
14,Alicante/Alacant,3,Alicante/Alacant
119,Sant Joan d'Alacant,3,Alicante/Alacant
14,Alicante/Alacant,3,Alicante/Alacant
50,el Campello,3,Alicante/Alacant
4,Aigües,3,Alicante/Alacant
139,Villajoyosa/la Vila Joiosa,3,Alicante/Alacant
112,Relleu,3,Alicante/Alacant
124,Sella,3,Alicante/Alacant
98,Orxeta,3,Alicante/Alacant
11,l'Alfàs del Pi,3,Alicante/Alacant
11,l'Alfàs del Pi,3,Alicante/Alacant
18,Altea,3,Alicante/Alacant
18,Altea,3,Alicante/Alacant
66,Elda,3,Alicante/Alacant
104,Petrer,3,Alicante/Alacant
123,Sax,3,Alicante/Alacant
116,Salinas,3,Alicante/Alacant
140,Villena,3,Alicante/Alacant
89,Monóvar/Monòver,3,Alicante/Alacant
89,Monóvar/Monòver,3,Alicante/Alacant
105,el Pinós/Pinoso,3,Alicante/Alacant
43,Yecla,30,Murcia
105,el Pinós/Pinoso,3,Alicante/Alacant
105,el Pinós/Pinoso,3,Alicante/Alacant
116,Salinas,3,Alicante/Alacant
105,el Pinós/Pinoso,3,Alicante/Alacant
22,Jumilla,30,Murcia
93,Novelda,3,Alicante/Alacant
13,Algueña,3,Alicante/Alacant
114,la Romana,3,Alicante/Alacant
88,Monforte del Cid,3,Alicante/Alacant
88,Monforte del Cid,3,Alicante/Alacant
19,Aspe,3,Alicante/Alacant
77,el Fondó de les Neus/Hondón de las Nieves,3,Alicante/Alacant
78,Hondón de los Frailes,3,Alicante/Alacant
99,Orihuela,3,Alicante/Alacant
77,el Fondó de les Neus/Hondón de las Nieves,3,Alicante/Alacant
122,San Vicente del Raspeig/Sant Vicent del Raspeig,3,Alicante/Alacant
2,Agost,3,Alicante/Alacant
14,Alicante/Alacant,3,Alicante/Alacant
63,Dénia,3,Alicante/Alacant
63,Dénia,3,Alicante/Alacant
47,Calp,3,Alicante/Alacant
41,Benissa,3,Alicante/Alacant
6,Alcalalí,3,Alicante/Alacant
128,Teulada,3,Alicante/Alacant
128,Teulada,3,Alicante/Alacant
42,Benitachell/el Poble Nou de Benitatxell,3,Alicante/Alacant
81,Xaló,3,Alicante/Alacant
6,Alcalalí,3,Alicante/Alacant
125,Senija,3,Alicante/Alacant
85,Llíber,3,Alicante/Alacant
82,Jávea/Xàbia,3,Alicante/Alacant
82,Jávea/Xàbia,3,Alicante/Alacant
82,Jávea/Xàbia,3,Alicante/Alacant
82,Jávea/Xàbia,3,Alicante/Alacant
71,Gata de Gorgos,3,Alicante/Alacant
63,Dénia,3,Alicante/Alacant
101,Pedreguer,3,Alicante/Alacant
30,Benidoleig,3,Alicante/Alacant
95,Ondara,3,Alicante/Alacant
40,Benimeli,3,Alicante/Alacant
110,el Ràfol d'Almúnia,3,Alicante/Alacant
117,Sanet y Negrals,3,Alicante/Alacant
63,Dénia,3,Alicante/Alacant
138,el Verger,3,Alicante/Alacant
26,Beniarbeig,3,Alicante/Alacant
901,els Poblets,3,Alicante/Alacant
63,Dénia,3,Alicante/Alacant
102,Pego,3,Alicante/Alacant
1,l'Atzúbia,3,Alicante/Alacant
136,Vall de Gallinera,3,Alicante/Alacant
136,Vall de Gallinera,3,Alicante/Alacant
134,la Vall d'Alcalà,3,Alicante/Alacant
135,la Vall d'Ebo,3,Alicante/Alacant
97,Orba,3,Alicante/Alacant
137,la Vall de Laguar,3,Alicante/Alacant
97,Orba,3,Alicante/Alacant
91,Murla,3,Alicante/Alacant
97,Orba,3,Alicante/Alacant
100,Parcent,3,Alicante/Alacant
54,Castell de Castells,3,Alicante/Alacant
29,Benigembla,3,Alicante/Alacant
131,Tormos,3,Alicante/Alacant
115,Sagra,3,Alicante/Alacant
97,Orba,3,Alicante/Alacant
9,Alcoy/Alcoi,3,Alicante/Alacant
9,Alcoy/Alcoi,3,Alicante/Alacant
9,Alcoy/Alcoi,3,Alicante/Alacant
9,Alcoy/Alcoi,3,Alicante/Alacant
9,Alcoy/Alcoi,3,Alicante/Alacant
35,Benilloba,3,Alicante/Alacant
73,Gorga,3,Alicante/Alacant
60,Quatretondeta,3,Alicante/Alacant
39,Benimassot,3,Alicante/Alacant
86,Millena,3,Alicante/Alacant
20,Balones,3,Alicante/Alacant
67,Facheca,3,Alicante/Alacant
68,Famorca,3,Alicante/Alacant
130,Tollos,3,Alicante/Alacant
8,Alcoleja,3,Alicante/Alacant
22,Benasau,3,Alicante/Alacant
103,Penàguila,3,Alicante/Alacant
32,Benifallim,3,Alicante/Alacant
9,Alcoy/Alcoi,3,Alicante/Alacant
56,Cocentaina,3,Alicante/Alacant
16,Almudaina,3,Alicante/Alacant
38,Benimarfull,3,Alicante/Alacant
36,Benillup,3,Alicante/Alacant
106,Planes,3,Alicante/Alacant
17,l'Alqueria d'Asnar,3,Alicante/Alacant
56,Cocentaina,3,Alicante/Alacant
92,Muro de Alcoy,3,Alicante/Alacant
3,Agres,3,Alicante/Alacant
10,Alfafara,3,Alicante/Alacant
92,Muro de Alcoy,3,Alicante/Alacant
72,Gaianes,3,Alicante/Alacant
7,Alcocer de Planes,3,Alicante/Alacant
28,Beniarrés,3,Alicante/Alacant
84,Lorcha/l'Orxa,3,Alicante/Alacant
13,Almería,4,Almería
13,Almería,4,Almería
13,Almería,4,Almería
13,Almería,4,Almería
13,Almería,4,Almería
13,Almería,4,Almería
13,Almería,4,Almería
13,Almería,4,Almería
13,Almería,4,Almería
66,Níjar,4,Almería
66,Níjar,4,Almería
66,Níjar,4,Almería
60,Lucainena de las Torres,4,Almería
66,Níjar,4,Almería
66,Níjar,4,Almería
66,Níjar,4,Almería
66,Níjar,4,Almería
66,Níjar,4,Almería
66,Níjar,4,Almería
13,Almería,4,Almería
13,Almería,4,Almería
13,Almería,4,Almería
32,Carboneras,4,Almería
66,Níjar,4,Almería
66,Níjar,4,Almería
86,Sorbas,4,Almería
32,Carboneras,4,Almería
13,Almería,4,Almería
66,Níjar,4,Almería
13,Almería,4,Almería
66,Níjar,4,Almería
88,Tabernas,4,Almería
60,Lucainena de las Torres,4,Almería
88,Tabernas,4,Almería
60,Lucainena de las Torres,4,Almería
94,Turrillas,4,Almería
68,Olula de Castro,4,Almería
33,Castro de Filabres,4,Almería
97,Velefique,4,Almería
82,Senés,4,Almería
52,Huércal de Almería,4,Almería
101,Viator,4,Almería
86,Sorbas,4,Almería
74,Pechina,4,Almería
74,Pechina,4,Almería
78,Rioja,4,Almería
86,Sorbas,4,Almería
59,Lubrín,4,Almería
86,Sorbas,4,Almería
27,Benizalón,4,Almería
95,Uleila del Campo,4,Almería
92,Tíjola,4,Almería
90,Tahal,4,Almería
27,Benizalón,4,Almería
26,Benitagla,4,Almería
9,Alcudia de Monteagud,4,Almería
86,Sorbas,4,Almería
86,Sorbas,4,Almería
90,Tahal,4,Almería
86,Sorbas,4,Almería
95,Uleila del Campo,4,Almería
48,Los Gallardos,4,Almería
48,Los Gallardos,4,Almería
22,Bédar,4,Almería
48,Los Gallardos,4,Almería
22,Bédar,4,Almería
86,Sorbas,4,Almería
11,Alhama de Almería,4,Almería
12,Alicún,4,Almería
51,Huécija,4,Almería
24,Benahadux,4,Almería
81,Santa Fe de Mondújar,4,Almería
55,Instinción,4,Almería
54,Íllar,4,Almería
77,Rágol,4,Almería
30,Canjáyar,4,Almería
14,Almócita,4,Almería
71,Padules,4,Almería
23,Beires,4,Almería
67,Ohanes,4,Almería
46,Fondón,4,Almería
57,Láujar de Andarax,4,Almería
46,Fondón,4,Almería
73,Paterna del Río,4,Almería
20,Bayárcal,4,Almería
7,Alcolea,4,Almería
45,Fiñana,4,Almería
1,Abla,4,Almería
2,Abrucena,4,Almería
901,Las Tres Villas,4,Almería
5,Alboloduy,4,Almería
901,Las Tres Villas,4,Almería
2,Abrucena,4,Almería
65,Nacimiento,4,Almería
50,Gérgal,4,Almería
50,Gérgal,4,Almería
5,Alboloduy,4,Almería
50,Gérgal,4,Almería
50,Gérgal,4,Almería
47,Gádor,4,Almería
10,Alhabia,4,Almería
80,Santa Cruz de Marchena,4,Almería
15,Alsodux,4,Almería
28,Bentarique,4,Almería
91,Terque,4,Almería
6,Albox,4,Almería
53,Huércal-Overa,4,Almería
35,Cuevas del Almanzora,4,Almería
35,Cuevas del Almanzora,4,Almería
35,Cuevas del Almanzora,4,Almería
35,Cuevas del Almanzora,4,Almería
35,Cuevas del Almanzora,4,Almería
100,Vera,4,Almería
16,Antas,4,Almería
16,Antas,4,Almería
49,Garrucha,4,Almería
64,Mojácar,4,Almería
93,Turre,4,Almería
64,Mojácar,4,Almería
70,Oria,4,Almería
75,Pulpí,4,Almería
35,Cuevas del Almanzora,4,Almería
75,Pulpí,4,Almería
75,Pulpí,4,Almería
35,Cuevas del Almanzora,4,Almería
75,Pulpí,4,Almería
103,Zurgena,4,Almería
91,Terque,4,Almería
17,Arboleas,4,Almería
103,Zurgena,4,Almería
89,Taberno,4,Almería
53,Huércal-Overa,4,Almería
103,Zurgena,4,Almería
53,Huércal-Overa,4,Almería
53,Huércal-Overa,4,Almería
89,Taberno,4,Almería
6,Albox,4,Almería
53,Huércal-Overa,4,Almería
53,Huércal-Overa,4,Almería
53,Huércal-Overa,4,Almería
902,El Ejido,4,Almería
902,El Ejido,4,Almería
902,El Ejido,4,Almería
902,El Ejido,4,Almería
29,Berja,4,Almería
902,El Ejido,4,Almería
902,El Ejido,4,Almería
79,Roquetas de Mar,4,Almería
102,Vícar,4,Almería
43,Felix,4,Almería
41,Enix,4,Almería
102,Vícar,4,Almería
79,Roquetas de Mar,4,Almería
79,Roquetas de Mar,4,Almería
79,Roquetas de Mar,4,Almería
903,La Mojonera,4,Almería
903,La Mojonera,4,Almería
38,Dalías,4,Almería
29,Berja,4,Almería
29,Berja,4,Almería
7,Alcolea,4,Almería
29,Berja,4,Almería
3,Adra,4,Almería
3,Adra,4,Almería
20,Bayárcal,4,Almería
73,Paterna del Río,4,Almería
3,Adra,4,Almería
6,Albox,4,Almería
70,Oria,4,Almería
72,Partaloa,4,Almería
70,Oria,4,Almería
6,Albox,4,Almería
6,Albox,4,Almería
70,Oria,4,Almería
6,Albox,4,Almería
31,Cantoria,4,Almería
99,Vélez-Rubio,4,Almería
37,Chirivel,4,Almería
99,Vélez-Rubio,4,Almería
99,Vélez-Rubio,4,Almería
99,Vélez-Rubio,4,Almería
98,Vélez-Blanco,4,Almería
99,Vélez-Rubio,4,Almería
98,Vélez-Blanco,4,Almería
63,María,4,Almería
98,Vélez-Blanco,4,Almería
63,María,4,Almería
31,Cantoria,4,Almería
4,Albánchez,4,Almería
4,Albánchez,4,Almería
31,Cantoria,4,Almería
58,Líjar,4,Almería
36,Chercos,4,Almería
34,Cóbdar,4,Almería
